Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,benefitsReviewPreprocess,sideEffectsReviewPreprocess,commentsReviewPreprocess
2455,ecotrin,8,Considerably Effective,No Side Effects,skin,"Made an acne mask with aspirin, yea not conventional but it helps buff the skin and i hear it has healing properties. You can add aloe vera gel to it for soothing properties. aspirin is said to prolong ur life, i read that once but can't remember where i think it was on the news...or some news article",none,"mix non coated aspirin with water and honey and form a grainy paste, leave on, wipe off","['made', 'acne', 'aspirin', 'help', 'skin', 'ha', 'healing', 'property', 'add', 'gel', 'property', 'aspirin', 'said', 'life', 'read', 'cannot', 'remember', 'think', 'wa']",['none'],"['mix', 'non', 'aspirin', 'water', 'form', 'leave']"
62,flexeril,7,Moderately Effective,Severe Side Effects,back pain,Seemed to numb me up and help for sleeping without discomfort while sleeping. Still woke up a couple times with some achey-ness.,"Woke up EXTREMELY SORE! MAJOR BODY ACHE - almost worse than before taking the 1st pill. In serious pain, trying to pump advil to get soreness gone, not sure if I had a bad experience with this or not","Doctor prescribed 1 Pill every 8 hours. I've taken only 1 so far, as I woke up this morning with extreme discomfort as described above.","['seemed', 'numb', 'help', 'sleeping', 'without', 'discomfort', 'sleeping', 'still', 'woke', 'couple', 'time']","['woke', 'extremely', 'sore', 'major', 'body', 'ache', 'almost', 'worse', 'taking', '1st', 'pill', 'serious', 'pain', 'trying', 'get', 'soreness', 'gone', 'sure', 'bad', 'experience']","['doctor', 'prescribed', '1', 'pill', 'every', '8', 'hour', 'taken', '1', 'far', 'woke', 'morning', 'extreme', 'discomfort', 'described']"
2349,propecia,1,Ineffective,Severe Side Effects,hair loss,"In only took the pill for a month, so I do not think it was enough time to see the benefits.","Almost within the first week of taking the medication I noticed a decreased in libido (sexual drive), night time erections were gone, and morning wood was no longer there.","I read about the drug before using it and I was very hesitant about using it since I heard about all the negative side effects. It didn't seem worth it to take the risk and try it, but I spoke to me Doctor about it. He advised me that if I noticed any of the symptoms, I should stop taking the medicine immediately. I took the chance because I don't want to look back ten (more like two, to be honest)years from now and say, ""Man, I really wish I would have tried it. Maybe it would have worked, I should have at least done my best to fight this monster called baldness."" So I tried it, and I knew almost within the second week that it wasn't for me. I notice all of the side effects and stop taking the medicine. I'm thankful for this website because it gives people the opportunity to be honest and share there experiences. If I had not read some of the comments, I might have continued with the medication and done more damage without knowing it. So thank you. I tried the drug, and realized it wasn't for me. I am very lucky that all of the symptoms have passed and I am back to normal. Funny thing though, here is something I realized, "" I can't get laid without my hair, but if I take this drug, I can have hair but I still can't get laid."" Who says the bug guy up there doesn't have a sense of humor? Good luck everyone.","['took', 'pill', 'month', 'think', 'wa', 'enough', 'time', 'see', 'benefit']","['almost', 'within', 'first', 'week', 'taking', 'medication', 'noticed', 'decreased', 'libido', 'sexual', 'drive', 'night', 'time', 'erection', 'gone', 'morning', 'wa', 'longer']","['read', 'drug', 'using', 'wa', 'hesitant', 'using', 'since', 'heard', 'negative', 'side', 'effect', 'seem', 'worth', 'take', 'risk', 'try', 'spoke', 'doctor', 'advised', 'noticed', 'symptom', 'stop', 'taking', 'medicine', 'immediately', 'took', 'chance', 'want', 'look', 'back', 'ten', 'like', 'two', 'year', 'say', 'really', 'wish', 'would', 'tried', 'maybe', 'would', 'worked', 'least', 'done', 'best', 'fight', 'called', 'tried', 'knew', 'almost', 'within', 'second', 'week', 'wa', 'notice', 'side', 'effect', 'stop', 'taking', 'medicine', 'website', 'give', 'people', 'opportunity', 'share', 'experience', 'read', 'comment', 'might', 'continued', 'medication', 'done', 'damage', 'without', 'knowing', 'thank', 'tried', 'drug', 'realized', 'wa', 'lucky', 'symptom', 'passed', 'back', 'normal', 'thing', 'though', 'something', 'realized', 'cannot', 'get', 'without', 'hair', 'take', 'drug', 'hair', 'still', 'cannot', 'get', 'say', 'doe', 'sense', 'good', 'luck', 'everyone']"
2269,lexapro,9,Considerably Effective,Mild Side Effects,depression,"more motivated and focused to accomplish daily activities, increased feelings of energy and decreased feelings of uselessness",increased sensitivity to alchohol,"in combination with talk therapy, i took 40 mg of Lexapro in the morning because when I took it in the evening, it caused some restlessness.  Before Lexapro I took Prozac for a year and found that it caused me to have interrupted sleep cycles so that is why I changed to Lexapro","['motivated', 'focused', 'accomplish', 'daily', 'activity', 'increased', 'feeling', 'energy', 'decreased', 'feeling']","['increased', 'sensitivity']","['combination', 'talk', 'therapy', 'took', '40', 'mg', 'lexapro', 'morning', 'took', 'evening', 'caused', 'lexapro', 'took', 'prozac', 'year', 'found', 'caused', 'sleep', 'cycle', 'changed', 'lexapro']"
2557,levetiracetam,3,Considerably Effective,Extremely Severe Side Effects,right temporal lobe epilepsy,"In the beginning my seizures seemed to decrease, however at the time I was also on Depakote and Diamox as well as valium for right temporal lobe epilepsy; my doctor added keppra before he started weaning me off the depakote and diamox. I was feeling a lot better on all those meds. Then just the Keppra.","Side effects= Intermittent Headaches,weakness,shaky and Double Vision, poor muscle coordination, problem with movement, walking, Abnormal Gait, behavioral changes, anger,weight loss, slurred speech, & memory loss.","I started on Keppra in Feb. '09, at first I thought it was the miracle drug. Boy was I wrong! At the time I was also on Depakote, Diamox and valium. First the Doctor added Keppra and began weaning me off the Depakote ER 500mg pm. 250mg. am. It took awhile to get off Depakote because I kept having effects from being weaned off it after being on it for 25 years. Then a few months later he started to wean me off of diamox, which I stopped a week ago, after a long process of being weaned off that drug. Now on Keppra alone with valium, I feel horrible and no heip from my Neurologist. I feel completely alone and with no help in sight!","['beginning', 'seizure', 'seemed', 'decrease', 'however', 'time', 'wa', 'also', 'well', 'valium', 'right', 'doctor', 'added', 'started', 'wa', 'feeling', 'lot', 'better', 'med']","['side', 'effect', 'intermittent', 'headache', 'weakness', 'shaky', 'double', 'vision', 'muscle', 'problem', 'movement', 'walking', 'abnormal', 'change', 'anger', 'weight', 'loss', 'speech', 'memory', 'loss']","['started', 'keppra', '09', 'first', 'thought', 'wa', 'miracle', 'drug', 'boy', 'wa', 'wrong', 'time', 'wa', 'also', 'depakote', 'valium', 'first', 'doctor', 'added', 'keppra', 'began', 'weaning', 'depakote', 'er', '500mg', 'pm', '250mg', 'took', 'awhile', 'get', 'depakote', 'kept', 'effect', 'weaned', '25', 'year', 'month', 'later', 'started', 'wean', 'stopped', 'week', 'ago', 'long', 'process', 'weaned', 'drug', 'keppra', 'alone', 'valium', 'feel', 'horrible', 'neurologist', 'feel', 'completely', 'alone', 'help']"
2413,synthroid,8,Considerably Effective,Mild Side Effects,hypothyroid,"Stopped steady weight gain, lethargy and insomnia. Also seemed to help with my problems with poor ciculation and generalized brain fog (inability to focus).",Hair loss! It seems that every few months since starting Synthroid I get go though a few weeks of substantial hair loss. I have noticed that I gain weight more in my stomach since starting sythroid I never carried weight there before.,daily Oral dose of Synthroid. Medication be taken 1 hour before or two hours after eating. That can be difficult to do.,"['stopped', 'weight', 'gain', 'insomnia', 'also', 'seemed', 'help', 'problem', 'poor', 'generalized', 'brain', 'fog', 'inability', 'focus']","['hair', 'loss', 'seems', 'every', 'month', 'since', 'starting', 'synthroid', 'get', 'go', 'though', 'week', 'hair', 'loss', 'noticed', 'gain', 'weight', 'stomach', 'since', 'starting', 'never', 'carried', 'weight']","['daily', 'oral', 'dose', 'synthroid', 'medication', 'taken', '1', 'hour', 'two', 'hour', 'eating', 'difficult']"
95,pristiq,8,Considerably Effective,Mild Side Effects,depression,Pristiq elevated mood and energy levels.,Increased anxiety,"Pristiq was prescribed at a 20 mg dose and then increased to 40 mg dose. I continue to take it as it has been the most effective medication for alleviating symptoms of depression that I have tried, including Prozac, Effexor, Wellbutrin and Lexapro.","['pristiq', 'elevated', 'mood', 'energy', 'level']","['increased', 'anxiety']","['wa', 'prescribed', '20', 'mg', 'dose', 'increased', '40', 'mg', 'dose', 'continue', 'take', 'ha', 'effective', 'medication', 'alleviating', 'symptom', 'depression', 'tried', 'including', 'prozac', 'effexor', 'wellbutrin', 'lexapro']"
3126,cytomel,8,Considerably Effective,No Side Effects,hypothyroid - hashimoto's disease,Increased energy and memory.  Levothyroxine treatment alone was not working well.  The combination works much better.,,"Since being diagnosed with hypothyroidism, my doctor�s would treat with basically the Levothyroxine.  The levels would be increased until I was �in the range�, but I never felt quite right.  I was still very tired and my memory, especially short-term, was really bad.  I went to a couple endocrinologists, with the first one diagnosing the hypothyroidism as a result of Hashimoto�s disease.  Even with this diagnosis, the first endocrinologist did not suggest other treatments and I continued to suffer with excessive tiredness and memory problems.  I decided to go for a second opinion, and this endocrinologist told me that some individuals react better with a combination treatment of Levothyroxine and Cytomel.  This seemed to turn me around.  The memory and tiredness have gotten better, still not optimal.  It seems as long as one is �in the range�, doctors are hesitant to push the envelope.  I would like to see physicians listen to their patients and adjust the meds until they feel better, not just go �by the range�.","['increased', 'energy', 'memory', 'levothyroxine', 'treatment', 'alone', 'wa', 'working', 'well', 'combination', 'work', 'much', 'better']",['nan'],"['since', 'diagnosed', 'hypothyroidism', 'doctor', 'would', 'treat', 'basically', 'levothyroxine', 'level', 'would', 'increased', 'wa', 'range', 'never', 'felt', 'quite', 'right', 'wa', 'still', 'tired', 'memory', 'especially', 'short', 'term', 'wa', 'really', 'bad', 'went', 'couple', 'first', 'one', 'hypothyroidism', 'result', 'disease', 'even', 'diagnosis', 'first', 'suggest', 'treatment', 'continued', 'suffer', 'excessive', 'tiredness', 'memory', 'problem', 'decided', 'go', 'second', 'opinion', 'told', 'individual', 'react', 'better', 'combination', 'treatment', 'levothyroxine', 'cytomel', 'seemed', 'turn', 'around', 'memory', 'tiredness', 'gotten', 'better', 'still', 'optimal', 'seems', 'long', 'one', 'range', 'doctor', 'hesitant', 'push', 'would', 'like', 'see', 'physician', 'listen', 'patient', 'adjust', 'med', 'feel', 'better', 'go', 'range']"
963,sarafem,10,Highly Effective,No Side Effects,depression,"stabilized mood, allowed for clearer thinking, improved sleep pattern, felt less anxious, made world look bright again.",none -- no weight loss unfortunately,"Started with 20 mg once daily. This worked for several years. When spouse endured 3 years of life-threatening illness, the dosage was increased to 40 mg taken as 2 20mg pills.","['stabilized', 'mood', 'allowed', 'clearer', 'thinking', 'improved', 'sleep', 'pattern', 'felt', 'le', 'anxious', 'made', 'world', 'look', 'bright']","['none', 'weight', 'loss', 'unfortunately']","['started', '20', 'mg', 'daily', 'worked', 'several', 'year', 'spouse', '3', 'year', 'life', 'illness', 'dosage', 'wa', 'increased', '40', 'mg', 'taken', '2', '20mg', 'pill']"
2204,advair-diskus,9,Considerably Effective,No Side Effects,asthmatic bronchitis,I was able to breathe much easier with this inhaler.,As far as I know there were none.,Was given the inhaler due bronchitis.  It seemed effective along with antibiotics.  I am now breathing fine and have no symptoms of asthma or bronchitis.  This was 3 weeks ago.,"['wa', 'able', 'breathe', 'much', 'easier', 'inhaler']","['far', 'know', 'none']","['wa', 'given', 'inhaler', 'due', 'bronchitis', 'seemed', 'effective', 'along', 'antibiotic', 'breathing', 'fine', 'symptom', 'asthma', 'bronchitis', 'wa', '3', 'week', 'ago']"
3306,zoloft,9,Highly Effective,Mild Side Effects,panic attacks,"I have debilitating panic attacks. After I was on Zoloft for a couple of weeks I noticed a substantial difference. I no longer felt the ""looming dread"" that comes with a panic attack and I just felt calmer and more in control than before. I was finally able to get my life back and felt more at ease.","I went off of Zoloft on my own in October of 2008. I went down gradually from 50mg to 25 for about a week and then went off completely. The two weeks afterward were a bit crazy. The panic attacks didn't come back but I'd get all emotional at the slightest upset and feel like crying for no reason (which isn't me at all). I also had the strangest, most vivid dreams. I recently went back on the drug after the panic attacks came back and apart from slight dizzyness and diarrhea I'm starting to feel more in control again and less panicky.",My family doctor prescribed it for panic attacks. I saw a psychiatrist years ago but it really didn't do much apart from giving me tips on what to do constructively if I have a panic attack. Which of course didn't help because when you're paralyzed with fear you can't do much of ANYTHING constructive with your time.,"['debilitating', 'panic', 'attack', 'wa', 'zoloft', 'couple', 'week', 'noticed', 'substantial', 'difference', 'longer', 'felt', 'come', 'panic', 'attack', 'felt', 'calmer', 'control', 'wa', 'finally', 'able', 'get', 'life', 'back', 'felt', 'ease']","['went', 'zoloft', 'went', 'gradually', '50mg', '25', 'week', 'went', 'completely', 'two', 'week', 'afterward', 'bit', 'crazy', 'panic', 'attack', 'come', 'back', 'would', 'get', 'emotional', 'slightest', 'upset', 'feel', 'like', 'cry', 'reason', 'also', 'vivid', 'dream', 'recently', 'went', 'back', 'drug', 'panic', 'attack', 'came', 'back', 'apart', 'slight', 'dizzyness', 'diarrhea', 'starting', 'feel', 'control', 'le']","['family', 'doctor', 'prescribed', 'panic', 'attack', 'saw', 'psychiatrist', 'year', 'ago', 'really', 'much', 'apart', 'giving', 'tip', 'panic', 'attack', 'course', 'help', 'fear', 'cannot', 'much', 'anything', 'time']"
1587,xanax,10,Highly Effective,No Side Effects,anxiety attacks,"It was calming within a very short time.  At the onset of an attack, just having the medicine on hand was calming. It began to work very quickly after taking it.","It made me a little bit too sleepy.  It also was relaxing to the point that I felt a little disoriented.  It was a great solution as long as I was at home.  It would not have been practical to take when working, driving, etc.","It was prescribed to be taken on an as needed basis.  I would take the tablet at the onset of the attack.  The attacks usually occured at night, shortly after I feel asleep.","['wa', 'calming', 'within', 'short', 'time', 'onset', 'attack', 'medicine', 'hand', 'wa', 'calming', 'began', 'work', 'quickly', 'taking']","['made', 'little', 'bit', 'sleepy', 'also', 'wa', 'point', 'felt', 'little', 'disoriented', 'wa', 'great', 'solution', 'long', 'wa', 'home', 'would', 'take', 'working', 'driving', 'etc']","['wa', 'prescribed', 'taken', 'needed', 'basis', 'would', 'take', 'tablet', 'onset', 'attack', 'attack', 'usually', 'occured', 'night', 'shortly', 'feel', 'asleep']"
3318,dilantin,9,Highly Effective,Moderate Side Effects,seizures,"Dilantin provided Control of seizures

(mostly petits) as these were more frequent.

Generally, the drug is still as effective as when

first introduced to me so there has

been little need for increasing the dosage.

It was imperative in my treatment, though, that the drug be NON GENERIC ONLY.",Dizziness,"Limit stimulants, plenty of rest,

reduce stress, take meds","['provided', 'control', 'seizure', 'mostly', 'frequent', 'generally', 'drug', 'still', 'effective', 'first', 'ha', 'little', 'need', 'increasing', 'dosage', 'wa', 'treatment', 'though', 'drug', 'non', 'generic']",['dizziness'],"['limit', 'stimulant', 'plenty', 'rest', 'reduce', 'stress', 'take', 'med']"
2166,zyrtec,8,Considerably Effective,No Side Effects,allergy,"Zyrtec helped to control my runny nose, watery eyes, and sneezing throughout the spring allergy season. It also proved useful as an antihistamine whenever I had similar symptoms after the normal allergy season (March through April).",I did not have any notable side effects during the course of taking the drug.,Take one tablet daily during allergy season.,"['zyrtec', 'helped', 'control', 'runny', 'nose', 'watery', 'eye', 'sneezing', 'throughout', 'spring', 'allergy', 'season', 'also', 'proved', 'useful', 'whenever', 'similar', 'symptom', 'normal', 'allergy', 'season']","['side', 'effect', 'course', 'taking', 'drug']","['take', 'one', 'tablet', 'daily', 'allergy', 'season']"
236,wellbutrin-xl,10,Highly Effective,Mild Side Effects,depression,"Within 3-4 weeks I had no depression and less hyperactivity; I was better able to organize my work and accomplish daily tasks; it regulated my sleep cycle. I told my husband that this must be what 'normal' (non-depressed, non-ADHD) adults feel like.","A small amount of shaking, mainly felt when drinking from a cup. It's not supposed to affect weight and hunger, but I have gained some weight, though I don't know if or how the medicine contributed.","Before using Wellbutrin I had trouble getting to sleep, then trouble getting up in the morning. I was very irritable, depressed and frustrated. I always felt groggy and could not 'get it together' until late in the day. When my treatment began, I started by taking one 150 mg pill first thing in the morning for a week. Then I took one 150 mg pill in am and one 150 mg pill in pm (this was before XL came out). The third week and from then on I took 300 mg in morning. I felt so much better that I was not bothered by the slight let down in the evening. However,I didn't feel really well consistently all day until the XL formula came out. I have tried the generic and I don't feel as well and I had constant stomach aches to the point that I was having pain near my gall bladder and was considering being evaluated for gallstones. All of this cleared up when I went back to Wellbutrin XL and I have not had a problem since.","['within', '3', '4', 'week', 'depression', 'le', 'wa', 'better', 'able', 'work', 'accomplish', 'daily', 'task', 'regulated', 'sleep', 'cycle', 'told', 'husband', 'must', 'normal', 'non', 'depressed', 'non', 'adhd', 'adult', 'feel', 'like']","['small', 'amount', 'shaking', 'mainly', 'felt', 'drinking', 'cup', 'supposed', 'affect', 'weight', 'hunger', 'gained', 'weight', 'though', 'know', 'medicine', 'contributed']","['using', 'wellbutrin', 'trouble', 'getting', 'sleep', 'trouble', 'getting', 'morning', 'wa', 'irritable', 'depressed', 'frustrated', 'always', 'felt', 'groggy', 'could', 'get', 'together', 'late', 'day', 'treatment', 'began', 'started', 'taking', 'one', '150', 'mg', 'pill', 'first', 'thing', 'morning', 'week', 'took', 'one', '150', 'mg', 'pill', 'one', '150', 'mg', 'pill', 'pm', 'wa', 'xl', 'came', 'third', 'week', 'took', '300', 'mg', 'morning', 'felt', 'much', 'better', 'wa', 'bothered', 'slight', 'let', 'evening', 'however', 'feel', 'really', 'well', 'consistently', 'day', 'xl', 'formula', 'came', 'tried', 'generic', 'feel', 'well', 'constant', 'stomach', 'ache', 'point', 'wa', 'pain', 'near', 'bladder', 'wa', 'considering', 'evaluated', 'cleared', 'went', 'back', 'wellbutrin', 'xl', 'problem', 'since']"
222,wellbutrin-xl,7,Moderately Effective,Mild Side Effects,depression,"Elevation of mood and clarity of thought.  Progress stalled out at 300 mg, but with increase to 450 mg can tell the difference.  I'm able to finally think and plan ahead and chip away at all the clutter I've not been able to deal with which accumulated while depressed.","None at 300 mg.  Possible tinnitus from increase to 450 mg, not evaluated by an audiologist yet though.  Did experience weight loss (7 lbs.) at 450 mg dosage.",Initial treatment included therapy and Lexapro in addition to Wellbutrin XL.  Now only on the Wellbutrin XL.  I see the psychiatrist every 4 months for re-evaluation,"['elevation', 'mood', 'clarity', 'thought', 'progress', '300', 'mg', 'increase', 'mg', 'tell', 'difference', 'able', 'finally', 'think', 'plan', 'away', 'able', 'deal', 'depressed']","['none', '300', 'mg', 'possible', 'tinnitus', 'increase', 'mg', 'evaluated', 'yet', 'though', 'experience', 'weight', 'loss', '7', 'lb', 'mg', 'dosage']","['initial', 'treatment', 'included', 'therapy', 'lexapro', 'addition', 'wellbutrin', 'xl', 'wellbutrin', 'xl', 'see', 'psychiatrist', 'every', '4', 'month', 'evaluation']"
3946,prilosec,9,Highly Effective,Mild Side Effects,barretts disease,I was actually throwing up a couple of times a week during the night. Found I had Barretts and the treatment cleared up the Barretts after about 5 years.,"I have an artifical hip and have constant discomfort where implant was put into femur. I was having quite a bit of back pain and about a year ago started lifting moderate weights about 3 days a week and that seemed to clear up the problem. Sometimes when I overeat or accidently drink a lot of alcohol I get extreme chest pain. I actually break out into a sweat and the pain works from center of my back to front of my chest. After it subsides which is usually 15 to 20 minutes I will be extremely exhaused.The first time it happened I thought I was actually having a heart attack.So to counter the issue I try to eat less at a meal and nibble more often during the day. I still don't know I the moderate discomfort in my leg is the medication, so I guess I will live with it.I have read a bit about the different symptoms and being a little older its hard to determine if its drugs or age causing some of the issues.",I take 20mg everyday before I eat dinner. To me the side effects have been worth it I don't believe I would be here today if I wasn't taking this medication. My dad died of stomach cancer. My brother and sister exhibit the gerd symptoms and are also on the drug now.,"['wa', 'actually', 'couple', 'time', 'week', 'night', 'found', 'treatment', 'cleared', '5', 'year']","['hip', 'constant', 'discomfort', 'wa', 'put', 'wa', 'quite', 'bit', 'back', 'pain', 'year', 'ago', 'started', 'lifting', 'moderate', 'weight', '3', 'day', 'week', 'seemed', 'clear', 'problem', 'sometimes', 'drink', 'lot', 'alcohol', 'get', 'extreme', 'chest', 'pain', 'actually', 'break', 'sweat', 'pain', 'work', 'back', 'front', 'chest', 'usually', '15', '20', 'minute', 'extremely', 'first', 'time', 'happened', 'thought', 'wa', 'actually', 'heart', 'attack', 'counter', 'issue', 'try', 'eat', 'le', 'meal', 'often', 'day', 'still', 'know', 'moderate', 'discomfort', 'leg', 'medication', 'guess', 'live', 'read', 'bit', 'different', 'symptom', 'little', 'hard', 'determine', 'drug', 'age', 'causing', 'issue']","['take', '20mg', 'everyday', 'eat', 'dinner', 'side', 'effect', 'worth', 'believe', 'would', 'today', 'wa', 'taking', 'medication', 'died', 'stomach', 'cancer', 'sister', 'gerd', 'symptom', 'also', 'drug']"
2406,synthroid,10,Highly Effective,No Side Effects,hypothroidism after radioactive iodine,Medications for the graves disease were not keeping the thyroid levels at a constant state. Had to continually change dosage. The medication for hyperthyroid also can cause birth defects. I was anticipating having children within a few years. I went in and had the radio active iodine. After one month my thyroid was destroyed. Had tried generic brands of synthroid but was still expereincing changes in my thyroid level. My doctor perscribed only name brand syntroid and it has been at a cosistant level for at least 5 years.,When taking synthroid it must be taken on an empty stomach around the same time every day. Multivitamins with Iron decrease the sythroids effectiveness so they must be taken at least 3 hours after taking sythroid. Never miss a dosage. I once missed a few days in a row and became very depressed almost suicidal. Will need to take sythroid for the rest of my life and keep regular appointments to have my thyroid levels checked.,The radio active iodine treatment was conducted as outpatient surgery at the local hospital. I was given a pill to swallow. I was then asked to come back after 6 hours to have a scan done of my thyroid. I came back the next day for another scan. After one week I had a blood test and was perscribed synthroid. I have my thyroid checked on an annual basis. In some cases depending on any changes in my thyroid levels I have had to go back on a six month check up schedule.,"['medication', 'disease', 'keeping', 'thyroid', 'level', 'constant', 'state', 'change', 'dosage', 'medication', 'also', 'cause', 'birth', 'wa', 'child', 'within', 'year', 'went', 'active', 'one', 'month', 'thyroid', 'wa', 'destroyed', 'tried', 'generic', 'brand', 'synthroid', 'wa', 'still', 'change', 'thyroid', 'level', 'doctor', 'perscribed', 'name', 'brand', 'ha', 'level', 'least', '5', 'year']","['taking', 'synthroid', 'must', 'taken', 'empty', 'stomach', 'around', 'time', 'every', 'day', 'iron', 'decrease', 'effectiveness', 'must', 'taken', 'least', '3', 'hour', 'taking', 'never', 'miss', 'dosage', 'missed', 'day', 'row', 'became', 'depressed', 'almost', 'suicidal', 'need', 'take', 'rest', 'life', 'keep', 'regular', 'thyroid', 'level', 'checked']","['active', 'iodine', 'treatment', 'wa', 'surgery', 'local', 'hospital', 'wa', 'given', 'pill', 'swallow', 'wa', 'asked', 'come', 'back', '6', 'hour', 'scan', 'done', 'thyroid', 'came', 'back', 'next', 'day', 'another', 'scan', 'one', 'week', 'blood', 'test', 'wa', 'perscribed', 'synthroid', 'thyroid', 'checked', 'annual', 'basis', 'case', 'depending', 'change', 'thyroid', 'level', 'go', 'back', 'six', 'month', 'check', 'schedule']"
1821,humira,9,Considerably Effective,No Side Effects,rheumatoid arthritis,"Improved joint stiffness, less fatigue, better mobility, less pain and joint swelling, improved mood because of improved mobility","No side effects, possible chronic sinus issues but not sure if it is related. Bruising at injection site","One injection sq every week, some pain on injection, occasional mild bleeding at injection site, mild bruising at injection site","['improved', 'joint', 'stiffness', 'le', 'fatigue', 'better', 'mobility', 'le', 'pain', 'joint', 'swelling', 'improved', 'mood', 'improved', 'mobility']","['side', 'effect', 'possible', 'chronic', 'sinus', 'issue', 'sure', 'related', 'bruising', 'injection', 'site']","['one', 'injection', 'every', 'week', 'pain', 'injection', 'occasional', 'mild', 'bleeding', 'injection', 'site', 'mild', 'injection', 'site']"
120,valtrex,8,Considerably Effective,No Side Effects,chronic cold sores,The first time I took it the cold sore ended up just slightly smaller than they usually are. The second time it was about 1/2 the size. The third time it got red and itchy but it didn't actually blister. The forth time I didn't take the medication because it was only the size of a small pimple. I used to get them about every 4 to 6 weeks but the last one came about 4 months after the previous one.,No side effects at all.,You take 4 pills as soon as you can tell the cold sore is beginning and then 4 pills 12 hours later.,"['first', 'time', 'took', 'cold', 'sore', 'ended', 'slightly', 'smaller', 'usually', 'second', 'time', 'wa', '1', '2', 'size', 'third', 'time', 'got', 'red', 'itchy', 'actually', 'blister', 'time', 'take', 'medication', 'wa', 'size', 'small', 'pimple', 'used', 'get', 'every', '4', '6', 'week', 'last', 'one', 'came', '4', 'month', 'previous', 'one']","['side', 'effect']","['take', '4', 'pill', 'soon', 'tell', 'cold', 'sore', 'beginning', '4', 'pill', '12', 'hour', 'later']"
1696,retin-a-micro,10,Highly Effective,Mild Side Effects,"blackheads,large pores,sun damage",I saw measurable difference in reduction of blackheads and pore size. I was also really happy with the evening of pigmentation. I had sun and age spots as well as freckling and  saw a huge difference in the lightening of all these problems.  My skin had a much better over all tone a seemed to become firmer over time.,The first few weeks of treatment my skin was peeling a little and I had some red splotches but eventually these symptoms went away.,I would wash my face in the evening with a mild cleanser and then every other night when my face was completely dry I would apply a small amount of Retin-A to my face with the exception of the immediate eye area. The evenings that I did not use Retin-A I would use a good night moisturizer.,"['saw', 'difference', 'reduction', 'blackhead', 'pore', 'size', 'wa', 'also', 'really', 'happy', 'evening', 'pigmentation', 'sun', 'age', 'spot', 'well', 'saw', 'huge', 'difference', 'lightening', 'problem', 'skin', 'much', 'better', 'tone', 'seemed', 'become', 'firmer', 'time']","['first', 'week', 'treatment', 'skin', 'wa', 'peeling', 'little', 'red', 'eventually', 'symptom', 'went', 'away']","['would', 'wash', 'face', 'evening', 'mild', 'cleanser', 'every', 'night', 'face', 'wa', 'completely', 'dry', 'would', 'apply', 'small', 'amount', 'retin', 'face', 'exception', 'immediate', 'eye', 'area', 'evening', 'use', 'retin', 'would', 'use', 'good', 'night', 'moisturizer']"
2650,diclofenac,7,Considerably Effective,Mild Side Effects,back pain slipped disk,"The Ibuprofen gel would enable instant relief as it could be applied topically and carried around easily in ones pocket/bag.

The Diclomax SR tablets tended to work quite quickly therefore providing quick relief. I also used an ice pack which combined with the other treatments mentioned gave me round the clock relief.","I experienced stomach pains and bleeding when tablets were taken on an empty stomach.  This was the only side effect I experienced and as long as you can be organised about when you eat and take the tablets then it causes no problems at all.  Given the fact I relied on these tablets for 3 years, the side effects were extremely mild and forgettable.","The treatment was for my back pain, this was lower back pain caused by a slipped disk.  I also received cortisone injections which gave little or no relief.  I was prescribed 3 tablets a day of 75mg dosage to take with meals.

I also had to undertake some back strength exercises in order to strengthen the muscles which had wasted away.","['ibuprofen', 'gel', 'would', 'relief', 'could', 'applied', 'around', 'easily', 'one', 'tablet', 'tended', 'work', 'quite', 'quickly', 'therefore', 'providing', 'quick', 'relief', 'also', 'used', 'pack', 'combined', 'treatment', 'mentioned', 'gave', 'round', 'relief']","['experienced', 'stomach', 'pain', 'bleeding', 'tablet', 'taken', 'empty', 'stomach', 'wa', 'side', 'effect', 'experienced', 'long', 'eat', 'take', 'tablet', 'cause', 'problem', 'given', 'fact', 'tablet', '3', 'year', 'side', 'effect', 'extremely', 'mild']","['treatment', 'wa', 'back', 'pain', 'wa', 'lower', 'back', 'pain', 'caused', 'disk', 'also', 'received', 'cortisone', 'injection', 'gave', 'little', 'relief', 'wa', 'prescribed', '3', 'tablet', 'day', '75mg', 'dosage', 'take', 'meal', 'also', 'back', 'strength', 'exercise', 'order', 'strengthen', 'muscle', 'away']"
